Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,normCross,normCrossError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,RL_fortran_qvcenter_nu,RT_fortran_qvcenter_nu,RL_fortran_qvdata_nu,RT_fortran_qvdata_nu,RL_fortran_qvcenter_ex,RT_fortran_qvcenter_ex,RL_fortran_qvdata_ex,RT_fortran_qvdata_ex,RL_fortran_q2center_nu,RT_fortran_q2center_nu,RL_fortran_q2data_nu,RT_fortran_q2data_nu,RL_fortran_q2center_ex,RT_fortran_q2center_ex,RL_fortran_q2data_ex,RT_fortran_q2data_ex,RL_fortran_qvcenter_w2,RT_fortran_qvcenter_w2,RL_fortran_qvdata_w2,RT_fortran_qvdata_w2,RL_fortran_q2center_w2,RT_fortran_q2center_w2,RL_fortran_q2data_w2,RT_fortran_q2data_w2,bc_qv_ex,bc_qv_nu,bc_qv_w2,bc_q2_ex,bc_q2_w2
6,12,1.2044,16.01,0.4219999999999999,52951.72223,814.06,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,53105.282224467,817.2594797107314,0.0050124027978537,0.4169875972021462,2.894010933453939,0.0031,1.2075,0.7824,0.7855,1.0051544163705737,0.0730986494184805,0.0735771723010073,0.2516611723010073,0.501658421937684,1.5986814622279923,0.8808340714514953,0.0105291145721666,5043660.780826627,77315.14311297746,0.0239415756733052,0.0238801107585332,432.6337593959355,430.4152201391065,22975137.892553303,353574.04110922,59.00455512180813,0.9080458666161636,22857321.739193343,351760.9188704661,58.7019806716491,0.90338942139353,0.428~0.523,0.475,0.070~0.100,0.093,0.00321,0.0294,0.00288,0.0307,0.00307,0.0297,0.00288,0.0308,0.00304,0.0309,0.00288,0.0307,0.00304,0.031,0.00287,0.0308,0.00285,0.0306,0.00288,0.0307,0.00307,0.0304,0.00288,0.0307,1.325487407955998,1.0,1.1745847667323301,0.8669734053760079,0.8803795139435407
6,12,1.2044,16.01,0.4259999999999999,49325.61771,769.77,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,49468.66200135899,772.7719887242445,0.0050124027978537,0.4209875972021462,2.894010933453939,0.0031,1.2075,0.7784,0.7815,1.0051544163705737,0.0727249344419034,0.0732024954210531,0.2546784954210531,0.5046568095459063,1.6065623231079469,0.8790355628673376,0.0104863659715365,4717426.621923476,73406.74568190817,0.0239415756733052,0.0238801107585332,446.70342274023926,444.41273446641424,22097820.63438708,345199.8923609016,56.75143634790249,0.8865394485163391,21984503.35041875,343429.7126279905,56.4604158561243,0.8819932878745824,0.428~0.523,0.475,0.070~0.100,0.093,0.00346,0.0288,0.00291,0.0304,0.00327,0.0292,0.0029,0.0306,0.00305,0.0307,0.00291,0.0304,0.00305,0.0308,0.0029,0.0305,0.00293,0.0302,0.00291,0.0304,0.00309,0.0301,0.00291,0.0304,1.3891920138021834,1.0,1.2028275742867598,0.8655977765383074,0.8767407211167897
6,12,1.2044,16.01,0.4299999999999999,49055.60663,772.16,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,49197.867889227,775.1581667112748,0.0050124027978537,0.4249875972021462,2.894010933453939,0.0031,1.2075,0.7744,0.7775,1.0051544163705737,0.0723512194653263,0.0728278185410989,0.2577278185410989,0.5076690049048681,1.6144431839879012,0.8772126178251491,0.0104427912472006,4711179.86797017,73941.91665058768,0.0239415756733052,0.0238801107585332,461.22508386620734,458.8599287377215,22691290.74324731,357522.39045098325,58.275581269911385,0.9181859840537934,22574930.153698534,355689.0211375984,57.97674498644071,0.913477540465069,0.428~0.523,0.475,0.070~0.100,0.093,0.00379,0.0282,0.00293,0.0301,0.00353,0.0287,0.00293,0.0303,0.00307,0.0305,0.00293,0.0301,0.00306,0.0306,0.00292,0.0302,0.00303,0.0299,0.00293,0.0301,0.00311,0.0299,0.00293,0.0301,1.470142745783936,1.0,1.238828975263049,0.8643705874840536,0.8759780469410016
6,12,1.2044,16.01,0.4339999999999999,48677.06017,779.47,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,48818.223644493,782.4707030141313,0.0050124027978537,0.4289875972021462,2.894010933453939,0.0031,1.2075,0.7704,0.7735,1.0051544163705737,0.0719775044887492,0.0724531416611447,0.2608091416611447,0.5106947636907438,1.6223240448678553,0.8753650949265224,0.0103984404818727,4694763.962884272,74960.27903018979,0.0239415756733052,0.0238801107585332,476.2121339979047,473.7701255071023,23247830.45973097,372622.0432732002,59.70488187007794,0.9569647849225986,23128615.943085235,370711.2431726356,59.39871615513687,0.9520574842401044,0.428~0.523,0.475,0.070~0.100,0.093,0.00421,0.0277,0.00296,0.0298,0.00386,0.0281,0.00295,0.03,0.00308,0.0303,0.00296,0.0298,0.00308,0.0303,0.00295,0.03,0.00316,0.0295,0.00296,0.0298,0.00313,0.0296,0.00296,0.0298,1.5631065833609656,1.0,1.275063937645628,0.8577565421298166,0.8722995155393636
6,12,1.2044,16.01,0.4379999999999999,47391.01852,764.5,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,47528.45247370799,767.4324367401774,0.0050124027978537,0.4329875972021462,2.894010933453939,0.0031,1.2075,0.7664,0.7695,1.0051544163705737,0.0716037895121721,0.0720784647811905,0.2639224647811905,0.5137338462484154,1.6302049057478094,0.8734928532979204,0.0103533619960861,4590629.835185422,73840.74856930543,0.0239415756733052,0.0238801107585332,491.6783357826236,489.1570168472055,23368710.414596267,377329.903322014,60.01532474939065,0.9690554713443776,23248876.027403187,375394.9613876069,59.7075670881444,0.9640861698080752,0.428~0.523,0.475,0.070~0.100,0.093,0.00477,0.0271,0.00299,0.0295,0.00429,0.0276,0.00298,0.0297,0.0031,0.03,0.00299,0.0295,0.00309,0.0301,0.00298,0.0297,0.00332,0.0291,0.00299,0.0295,0.00315,0.0293,0.00299,0.0295,1.6834319055474751,1.0,1.316165142451997,0.8563835333349012,0.868595257890216
6,12,1.2044,16.01,0.4419999999999999,46303.67785,759.57,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,46437.95851576499,762.4601317924142,0.0050124027978537,0.4369875972021462,2.894010933453939,0.0031,1.2075,0.7624,0.7655,1.0051544163705737,0.071230074535595,0.0717037879012363,0.2670677879012363,0.5167860175171503,1.6380857666277635,0.8715957526204151,0.0103076023919535,4505214.379632656,73690.2696783247,0.0239415756733052,0.0238801107585332,507.6378334249951,505.0346744313987,23573664.649622746,387053.6093760374,60.541686485046974,0.9940278111203597,23452779.26026817,385068.80442670325,60.23122964892478,0.9889304518101906,0.428~0.523,0.475,0.070~0.100,0.093,0.0055,0.0266,0.00302,0.0292,0.00485,0.027,0.00301,0.0294,0.00311,0.0298,0.00302,0.0292,0.00311,0.0298,0.00301,0.0294,0.00352,0.0287,0.00302,0.0292,0.00317,0.029,0.00302,0.0292,1.8280194085129309,1.0,1.363045582653453,0.8524764457216802,0.864865931914242
6,12,1.2044,16.01,0.4459999999999999,44722.44374,740.5,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,44852.138826846,743.3052025816261,0.0050124027978537,0.4409875972021462,2.894010933453939,0.0031,1.2075,0.7584,0.7615,1.0051544163705737,0.0708563595590179,0.0713291110212821,0.2702451110212821,0.5198510469560316,1.6459666275077178,0.8696736531598465,0.0102612065969685,4371039.4487229735,72165.00252697025,0.0239415756733052,0.0238801107585332,524.1051631266223,521.4175599198669,23507237.53642204,389570.0944519102,60.37108893386952,1.0004906268417255,23386692.784281164,387572.3850058538,60.06150691936305,0.9953601263120468,0.428~0.523,0.475,0.070~0.100,0.093,0.00647,0.026,0.00306,0.0289,0.00557,0.0265,0.00304,0.0291,0.00313,0.0295,0.00306,0.0289,0.00313,0.0296,0.00304,0.0291,0.00377,0.0283,0.00306,0.0289,0.00319,0.0287,0.00306,0.0289,2.0213749928133122,1.0,1.4165921699899608,0.8512715348862098,0.860981733147776
6,12,1.2044,16.01,0.4499999999999999,44696.12926,751.23,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,44825.748034854,754.0561704396969,0.0050124027978537,0.4449875972021462,2.894010933453939,0.0031,1.2075,0.7544,0.7575,1.0051544163705737,0.0704826445824408,0.0709544341413279,0.2734544341413278,0.5229287084692595,1.653847488387672,0.867726415797399,0.0102142179077402,4388563.905699092,73547.48124481726,0.0239415756733052,0.0238801107585332,541.0952638420845,538.3205356604603,24254999.95983812,408016.2224958196,62.29148607519733,1.0478638171155283,24130620.693503432,405923.92158917297,61.972056293718886,1.0424903875955402,0.428~0.523,0.475,0.070~0.100,0.093,0.00776,0.0255,0.00309,0.0286,0.00652,0.026,0.00307,0.0288,0.00315,0.0293,0.00309,0.0286,0.00315,0.0293,0.00308,0.0287,0.00406,0.0279,0.00309,0.0286,0.00321,0.0285,0.00309,0.0286,2.2780911226294025,1.0,1.4782815274796652,0.8500403420180859,0.8600545445291189
6,12,1.2044,16.01,0.4539999999999999,44601.91243,758.41,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,44731.25797604699,761.2481662447001,0.0050124027978537,0.4489875972021462,2.894010933453939,0.0031,1.2075,0.7504,0.7535,1.0051544163705737,0.0701089296058637,0.0705797572613737,0.2766957572613737,0.526018780331438,1.6617283492676262,0.8657539020605998,0.010166678033558,4399790.947288634,74597.62151379714,0.0239415756733052,0.0238801107585332,558.6234883626337,555.7588757155539,24987931.36942825,425251.1061372725,64.17379433205798,1.092126299743311,24859793.64211028,423070.4250126816,63.84471210282065,1.0865258928939268,0.523~0.609,0.57,0.070~0.100,0.093,0.00336,0.0291,0.00313,0.0283,0.00336,0.0291,0.00311,0.0285,0.00317,0.029,0.00313,0.0283,0.00317,0.029,0.00312,0.0284,0.00332,0.028,0.00313,0.0283,0.00323,0.0282,0.00313,0.0283,0.729310271846616,1.0,0.8094035802975537,0.8459992021928373,0.8561454665284361
6,12,1.2044,16.01,0.4579999999999999,43966.51775,751.91,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,44094.020651475,754.7166147540835,0.0050124027978537,0.4529875972021462,2.894010933453939,0.0031,1.2075,0.7464,0.7494999999999999,1.0051544163705737,0.0697352146292866,0.0702050803814195,0.2799690803814195,0.5291210451129491,1.6696092101475803,0.8637559741547313,0.0101186271396974,4357707.823671557,74309.48780097862,0.0239415756733052,0.0238801107585332,576.7056147393646,573.7482772266393,25429269.286139123,435249.3092657659,65.30723464287114,1.117803600587953,25298868.384779632,433017.3575094766,64.97234014917177,1.112071520935196,0.523~0.609,0.57,0.045~0.070,0.056,0.00335,0.0289,0.00318,0.028,0.00335,0.0289,0.00315,0.0282,0.0035,0.0273,0.00318,0.028,0.00346,0.0275,0.00316,0.0281,0.00332,0.0277,0.00318,0.028,0.00337,0.0278,0.00318,0.028,0.7407947314728683,1.0,0.8154203744255124,1.1614053930659667,1.1467027615320982
6,12,1.2044,16.01,0.586,24678.18809,457.61,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,24749.754835461,459.2611895411225,0.0050124027978537,0.5809875972021462,2.894010933453939,0.0031,1.2075,0.6184,0.6214999999999999,1.0051544163705737,0.0577763353788194,0.0582154202228848,0.4016114202228849,0.6337281911220968,1.921796758306115,0.7856273078409666,0.0084857032867427,2916641.5557008283,53927.17427616474,0.0239415756733052,0.0238801107585332,1569.7578407957112,1561.7081467580035,38851121.71073647,720928.8532553423,99.77712269871672,1.851483393037402,38651893.75680274,717231.9411961427,99.26546714980712,1.8419890147055868,0.609~0.702,0.649,0.045~0.070,0.056,0.00569,0.023,0.00797,0.0234,0.00554,0.0229,0.00736,0.0233,0.00843,0.0234,0.00797,0.0234,0.00826,0.0234,0.00782,0.0233,0.00657,0.0231,0.00797,0.0234,0.00835,0.0234,0.00797,0.0234,0.7700032668751488,1.0,0.8555636495797235,1.0395419502773962,1.0315033987622049
6,12,1.2044,16.01,0.59,24351.9857,457.83,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,24422.60645853,459.47316693017314,0.0050124027978537,0.5849875972021462,2.894010933453939,0.0031,1.2075,0.6144,0.6174999999999999,1.0051544163705737,0.0574026204022423,0.0578407433429306,0.4059407433429307,0.6371347921303079,1.9296776191860687,0.7827198710119553,0.0084355100004144,2895213.9772616057,54274.13398567549,0.0239415756733052,0.0238801107585332,1618.6165222780214,1610.3162816739602,39530834.33087057,743710.8595365856,101.52275490990314,1.909991949185946,39328120.82108648,739897.1216999552,101.00214778589248,1.9001975398790696,0.609~0.702,0.649,0.045~0.070,0.056,0.0062,0.0231,0.0083,0.0234,0.00597,0.023,0.00764,0.0233,0.0087,0.0235,0.0083,0.0234,0.00853,0.0235,0.00814,0.0234,0.00705,0.0232,0.0083,0.0234,0.00863,0.0235,0.0083,0.0234,0.8084414792444303,1.0,0.8828737979382304,1.0336847014024584,1.0303685402464888
6,12,1.2044,16.01,0.5939999999999999,24748.75451,466.5,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,24820.525898078995,468.1726183750758,0.0050124027978537,0.5889875972021461,2.894010933453939,0.0031,1.2075,0.6104,0.6135,1.0051544163705737,0.0570289054256652,0.0574660664629764,0.4103020664629763,0.6405482545936537,1.9375584800660235,0.7797829887668218,0.0083855208694248,2959926.5549000176,55631.60682134164,0.0239415756733052,0.0238801107585332,1668.930607111623,1660.3723566552317,41423735.35591074,781347.6122177534,106.38408733778428,2.00665033959768,41211315.07881563,777340.873692875,105.8385513759344,1.9963602675530416,0.609~0.702,0.649,0.045~0.070,0.056,0.00685,0.0232,0.00864,0.0235,0.00653,0.0231,0.00794,0.0234,0.00898,0.0236,0.00864,0.0235,0.00881,0.0235,0.00848,0.0235,0.00762,0.0234,0.00864,0.0235,0.00893,0.0236,0.00864,0.0235,0.8498124389609761,1.0,0.9134167453361283,1.0237114358402253,1.0252058431996705
6,12,1.2044,16.01,0.5979999999999999,23604.8174,453.23,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,23673.27137046,454.8437785033924,0.0050124027978537,0.5929875972021461,2.894010933453939,0.0031,1.2075,0.6064,0.6095,1.0051544163705737,0.0566551904490881,0.0570913895830222,0.4146953895830221,0.643968469401276,1.9454393409459776,0.7768165698421906,0.0083357442114359,2839970.945603413,54371.86992592753,0.0239415756733052,0.0238801107585332,1720.741857914563,1711.917920161803,40735588.960920975,782668.7284828074,104.61679557723264,2.0100432192334075,40526697.48794384,778655.2152940633,104.08032226031948,1.9997357485542389,0.609~0.702,0.649,0.045~0.070,0.056,0.00773,0.0234,0.009,0.0236,0.00725,0.0233,0.00825,0.0235,0.00927,0.0237,0.009,0.0236,0.00909,0.0236,0.00883,0.0236,0.0083,0.0235,0.009,0.0236,0.00923,0.0236,0.009,0.0236,0.9022657918400826,1.0,0.943854344018896,1.0177425450693405,1.0158855799897417
6,12,1.2044,16.01,0.6019999999999999,23570.84146,456.16,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,23639.196900234,457.77949808338747,0.0050124027978537,0.5969875972021461,2.894010933453939,0.0031,1.2075,0.6024,0.6055,1.0051544163705737,0.056281475472511,0.056716712703068,0.4191207127030679,0.6473953295344878,1.953320201825932,0.773820525031285,0.0082861878992946,2852843.4531693785,55050.64639420395,0.0239415756733052,0.0238801107585332,1774.0932607648956,1764.995737839782,41938139.910599545,812143.5224660741,107.7051767712402,2.0857401362409567,41723081.77486839,807978.8629876135,107.15286628311664,2.0750444929368945,0.609~0.702,0.649,0.045~0.070,0.056,0.00889,0.0236,0.00939,0.0237,0.00819,0.0235,0.00857,0.0236,0.00957,0.0237,0.00939,0.0237,0.00938,0.0237,0.0092,0.0237,0.00913,0.0237,0.00939,0.0237,0.00954,0.0237,0.00939,0.0237,0.964618016685181,1.0,0.9821855115963821,1.0117054984975467,1.010416815471057
6,12,1.2044,16.01,0.6059999999999999,22718.10456,447.89,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,22783.987063224,449.4695316316218,0.0050124027978537,0.6009875972021461,2.894010933453939,0.0031,1.2075,0.5984,0.6015,1.0051544163705737,0.0559077604959339,0.0563420358231138,0.4235780358231137,0.6508287300228177,1.961201062705886,0.7707947672276383,0.008236859378153,2766101.25500685,54376.30769659105,0.0239415756733052,0.0238801107585332,1829.0290652188828,1819.6498323343872,41672574.56020771,822092.8372845543,107.02315408093388,2.1112918825406606,41458878.2395044,817877.1578728962,106.47434099466496,2.100465210274999,0.609~0.702,0.649,0.045~0.070,0.056,0.0105,0.0239,0.00978,0.0238,0.00944,0.0237,0.00891,0.0237,0.00988,0.0238,0.00978,0.0238,0.00968,0.0238,0.00959,0.0238,0.0101,0.0239,0.00978,0.0238,0.00986,0.0238,0.00978,0.0238,1.0397128748345004,1.0,1.0254553137617675,1.0056074581526109,1.005035662926852
6,12,1.2044,16.01,0.6099999999999999,23201.24973,460.4,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,23268.533354217,462.0199222374947,0.0050124027978537,0.6049875972021461,2.894010933453939,0.0031,1.2075,0.5944,0.5975,1.0051544163705737,0.0555340455193568,0.0559673589431596,0.4280673589431595,0.6542685679009497,1.96908192358584,0.7677392114689764,0.0081877656820103,2841866.054538092,56230.23641377098,0.0239415756733052,0.0238801107585332,1885.5948258941617,1875.9255246598784,43875026.09885729,871182.374831043,112.67947152386344,2.237363218330322,43650035.640575394,866714.9650266884,112.10165292883867,2.225890054195878,0.609~0.702,0.649,0.045~0.070,0.056,0.0126,0.0243,0.0102,0.024,0.0111,0.024,0.00927,0.0238,0.0102,0.0239,0.0102,0.024,0.00999,0.0239,0.01,0.0239,0.0113,0.0241,0.0102,0.024,0.0102,0.024,0.0102,0.024,1.1358004365977572,1.0,1.0706552030598722,0.9994551039098153,0.9995788133742204
6,12,1.2044,16.01,0.6139999999999999,23343.74588,467.51,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,23411.442743052,469.1496673586022,0.0050124027978537,0.6089875972021461,2.894010933453939,0.0031,1.2075,0.5904,0.5935,1.0051544163705737,0.0551603305427797,0.0555926820632054,0.4325886820632053,0.6577147421665454,1.9769627844657944,0.7646537749812619,0.0081389134496916,2876482.5781430327,57441.32836523934,0.0239415756733052,0.0238801107585332,1943.83744569114,1933.8694771993112,45508039.06159856,911950.6910451932,116.8733616247766,2.342064063762932,45274674.537987575,907274.2219430108,116.2740368258886,2.33005399530521,0.609~0.702,0.649,0.045~0.070,0.056,0.0155,0.0247,0.0106,0.0241,0.0133,0.0244,0.00964,0.0239,0.0105,0.0241,0.0106,0.0241,0.0103,0.024,0.0104,0.024,0.0128,0.0243,0.0106,0.0241,0.0105,0.0241,0.0106,0.0241,1.259637026357782,1.0,1.127590385518065,0.9934040501619809,0.9939780494174112
6,12,1.2044,16.01,0.6179999999999999,21724.88569,445.95,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,21787.887858501,447.5010251055437,0.0050124027978537,0.6129875972021461,2.894010933453939,0.0031,1.2075,0.5864,0.5895,1.0051544163705737,0.0547866155662026,0.0552180051832512,0.4371420051832511,0.66116715373894,1.984843645345749,0.7615383772228858,0.0080903089402799,2693084.778261511,55121.50441866411,0.0239415756733052,0.0238801107585332,2003.8052207298963,1993.5297384110056,43658683.439541824,896704.8903884687,112.1238621331178,2.302909927259692,43434802.38308583,892106.6015173113,111.54889269449396,2.291100640611095,0.609~0.702,0.649,0.045~0.070,0.056,0.0195,0.0252,0.0111,0.0242,0.0163,0.0248,0.01,0.024,0.0108,0.0242,0.0111,0.0242,0.0106,0.0241,0.0109,0.0241,0.0146,0.0246,0.0111,0.0242,0.0109,0.0242,0.0111,0.0242,1.4168352118110794,1.0,1.1967374727878108,0.9865731495181388,0.9883959101012043
6,12,1.2044,16.01,0.6219999999999999,21498.31836,447.18,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,21560.663483244,448.7285511990909,0.0050124027978537,0.6169875972021461,2.894010933453939,0.0031,1.2075,0.5824,0.5855,1.0051544163705737,0.0544129005896255,0.054843328303297,0.4417273283032968,0.6646257054186941,1.9927245062257024,0.7583929399289938,0.0080419580480161,2681021.631114172,55605.86082767661,0.0239415756733052,0.0238801107585332,2065.5478870840534,2054.9557893227634,44534582.90194495,926870.3108035708,114.37333973591724,2.3803805052374765,44306210.24653216,922117.3341209878,113.78683501078191,2.36817395065784,0.609~0.702,0.649,0.045~0.070,0.056,0.025,0.0257,0.0116,0.0244,0.0204,0.0253,0.0104,0.0242,0.0112,0.0243,0.0116,0.0244,0.011,0.0242,0.0113,0.0243,0.0168,0.0248,0.0116,0.0244,0.0112,0.0243,0.0116,0.0244,1.620725193392699,1.0,1.2675908980603703,0.977513104135325,0.9784237479711699
6,12,1.2044,16.01,0.6259999999999999,22289.28858,465.46,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,22353.927516882,467.06980086048736,0.0050124027978537,0.6209875972021461,2.894010933453939,0.0031,1.2075,0.5784,0.5815,1.0051544163705737,0.0540391856130484,0.0544686514233428,0.4463446514233427,0.6680903018479932,2.000605367105657,0.7552173871559332,0.0079938663166826,2796384.9570802804,58227.14335722869,0.0239415756733052,0.0238801107585332,2129.1166693976284,2118.1985918994164,47594119.7026998,994446.0987842944,122.230816311318,2.5539280732849607,47350057.78968107,989346.5945014252,121.60401856728728,2.540831569448525,0.609~0.702,0.649,0.045~0.070,0.056,0.0326,0.0263,0.0121,0.0246,0.0258,0.0258,0.0109,0.0243,0.0115,0.0245,0.0121,0.0246,0.0113,0.0244,0.0118,0.0245,0.0194,0.0252,0.0121,0.0246,0.0116,0.0245,0.0121,0.0246,1.8996180612314515,1.0,1.3601957392863124,0.9708353293786948,0.9729490297244283
6,12,1.2044,16.01,0.6299999999999999,21026.23827,454.31,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,21087.214360983,455.8645199709479,0.0050124027978537,0.6249875972021461,2.894010933453939,0.0031,1.2075,0.5744,0.5775,1.0051544163705737,0.0536654706364713,0.0540939745433886,0.4509939745433885,0.6715608494718767,2.008486227985612,0.7520116453258052,0.0079460389534855,2653802.0370178367,57174.39879912953,0.0239415756733052,0.0238801107585332,2194.564331475598,2183.3106393739617,46277248.48679328,1000424.0155134876,118.8488387749628,2.5692805085482804,46039939.469093576,995293.8565656744,118.23938375966549,2.5561052776602,0.609~0.702,0.649,0.045~0.070,0.056,0.0431,0.027,0.0126,0.0247,0.0332,0.0264,0.0113,0.0245,0.0119,0.0246,0.0126,0.0247,0.0117,0.0245,0.0123,0.0246,0.0227,0.0255,0.0126,0.0247,0.012,0.0247,0.0126,0.0247,2.2937777663492827,1.0,1.4706526252708696,0.9648715787784116,0.9710697649282118
6,12,1.2044,16.01,0.6339999999999999,20096.93059,442.57,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,20155.211688711,444.075731580443,0.0050124027978537,0.6289875972021461,2.894010933453939,0.0031,1.2075,0.5704,0.5735,1.0051544163705737,0.0532917556598942,0.0537192976634344,0.4556752976634343,0.675037256500287,2.0163670888655654,0.74877564327111,0.0078984808424506,2551783.322735437,56032.2939091516,0.0239415756733052,0.0238801107585332,2261.9452289440337,2250.346008637657,45589984.917636864,1004474.9823382144,117.08381428026134,2.579684167339102,45356200.17693785,999324.0500948976,116.48341028339637,2.5664555866489294,0.609~0.702,0.649,0.045~0.070,0.056,0.0579,0.0278,0.0131,0.0249,0.0434,0.027,0.0117,0.0246,0.0123,0.0248,0.0131,0.0249,0.012,0.0247,0.0129,0.0248,0.0267,0.0258,0.0131,0.0249,0.0124,0.0248,0.0131,0.0249,2.8998557749148297,1.0,1.5966072724494544,0.9576676182867716,0.9620030581451254
6,12,1.2044,16.01,0.6379999999999999,21436.82213,466.26,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,21498.988914177,467.8522086051023,0.0050124027978537,0.6329875972021461,2.894010933453939,0.0031,1.2075,0.5664,0.5695,1.0051544163705737,0.0529180406833171,0.0533446207834802,0.4603886207834801,0.6785194328709239,2.02424794974552,0.7455093122794687,0.007851196557347,2738307.308592141,59387.12610164846,0.0239415756733052,0.0238801107585332,2331.3153640810274,2319.360414789775,50120923.16782852,1090711.0420403169,128.72013163283725,2.801154887644527,49863903.84554634,1085117.8926106424,128.06005677975512,2.786790608510659,0.609~0.702,0.649,0.045~0.070,0.056,0.0791,0.0287,0.0137,0.0251,0.0573,0.0278,0.0122,0.0248,0.0126,0.0249,0.0137,0.0251,0.0124,0.0248,0.0134,0.025,0.0316,0.0263,0.0137,0.0251,0.0128,0.025,0.0137,0.0251,3.9295574460457,1.0,1.7603241208124367,0.9482899868530406,0.9559444478446755
6,12,1.2044,16.01,0.6419999999999999,20600.87325,456.89,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,20660.615782425,458.441227180476,0.0050124027978537,0.6369875972021461,2.894010933453939,0.0031,1.2075,0.5624,0.5655,1.0051544163705737,0.05254432570674,0.052969943903526,0.4651339439035258,0.6820072902128875,2.0321288106254736,0.7422125861384072,0.0078041903741533,2647374.6528340504,58544.18947968933,0.0239415756733052,0.0238801107585332,2402.7324429253786,2390.411267953436,49641931.831248656,1101511.6097210534,127.48999012708134,2.828892814356662,49387368.76916532,1095863.0751466106,126.83622342069997,2.8143862955617007,0.609~0.702,0.649,0.045~0.070,0.056,0.112,0.0297,0.0143,0.0253,0.0768,0.0286,0.0127,0.025,0.013,0.0251,0.0143,0.0253,0.0128,0.025,0.014,0.0252,0.0376,0.0267,0.0143,0.0253,0.0132,0.0252,0.0143,0.0253,6.070181909808049,1.0,1.9554027038133064,0.9419039823341858,0.9499297389222584
6,12,1.2044,16.01,0.6459999999999999,20598.99124,461.67,13,0.2794272132442921,0.0193932132481473,0.9806067867518524,0.019776747938269,1.0029,0.00069905,20658.728314596,463.2327069317024,0.0050124027978537,0.6409875972021462,2.894010933453939,0.0031,1.2075,0.5584,0.5615,1.0051544163705737,0.0521706107301629,0.0525952670235717,0.4699112670235716,0.6855007418111024,2.040009671505428,0.7388854011801856,0.0077574662830801,2663076.778000928,59512.98828161833,0.0239415756733052,0.0238801107585332,2476.255934776138,2463.5577324700416,51156298.59394619,1147082.7397220435,131.37917405895155,2.945928205599212,50893969.88242076,1141200.5170946242,130.70546367725012,2.930821531119978,0.609~0.702,0.649,0.045~0.070,0.056,0.175,0.0307,0.0149,0.0255,0.106,0.0296,0.0132,0.0252,0.0134,0.0253,0.0149,0.0255,0.0131,0.0252,0.0146,0.0254,0.0449,0.0271,0.0149,0.0255,0.0136,0.0254,0.0149,0.0255,13.75728404782728,1.0,2.2009510114065884,0.9349719342439685,0.9439541309907868
