Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),bin,Q2center,qvbin,qvcenter,RL_fortran_qvcenter,RT_fortran_qvcenter,RL_fortran_qvdata,RT_fortran_qvdata,bin_centering_correction,Hbc_Sig(GeV),Hbc_error(GeV)
6,12,0.198,135.0,0.0268,3404.0,88.8,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.020988488,2.894010933,0.0031,0.2011,0.1712,0.1743,1.031558259,0.115733646,0.119674092,0.120392332,0.346975982,0.813219676,0.078574258,-0.000108914,-31253939.38,-815320.1577,6.83e-05,6.72e-05,1201.116104,1164.370595,4088599.218,106659.11,10.50030598,0.273921026,3963517.504,103396.1088,10.17907218,0.265541014,0.100~0.145,0.12,0.340~0.428,0.38,0.00297,0.0111,0.00545,0.00515,1.0,10.17907218,0.265541014
6,12,0.198,135.0,0.0269,3312.0,86.4,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021088488,2.894010933,0.0031,0.2011,0.1711,0.1742,1.031558259,0.115666044,0.119605432,0.120329042,0.346884768,0.813476223,0.078570779,-0.000108511,-30522312.92,-796234.25,6.83e-05,6.72e-05,1201.178358,1164.430944,3978302.722,103781.8101,10.21704346,0.266531568,3856595.288,100606.8336,9.904475451,0.25837762,0.100~0.145,0.12,0.340~0.428,0.38,0.00288,0.0104,0.00557,0.00504,1.0,9.904475451,0.25837762
6,12,0.361,60.0,0.0284,9164.694,170.0,1,1.047197551,0.25,0.75,0.333333333,0.99185,0.002432,0.005736717,0.022663283,2.894010933,0.0031,0.3641,0.3326,0.3357,1.017248256,0.1200686,0.12222837,0.12303493,0.350763353,0.813671593,0.598420458,-0.000256787,-35689865.06,-662027.2385,0.001226495,0.001216052,502.8986648,494.3716165,4608912.376,85492.77301,11.83656984,0.219561818,4530764.587,84043.1748,11.63587135,0.215838972,0.100~0.145,0.12,0.340~0.428,0.38,0.00336,0.00421,0.00643,0.00606,1.0,11.63587135,0.215838972
6,12,0.198,135.0,0.027,3116.5,81.3,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021188488,2.894010933,0.0031,0.2011,0.171,0.1741,1.031558259,0.115598443,0.119536772,0.120265772,0.346793559,0.81373277,0.078567284,-0.000108107,-28827842.59,-752030.6762,6.83e-05,6.72e-05,1201.240899,1164.491572,3743667.263,97660.88512,9.614454651,0.25081186,3629137.985,94673.16483,9.320321527,0.243138822,0.100~0.145,0.12,0.340~0.428,0.38,0.00281,0.00976,0.00568,0.00504,1.0,9.320321527,0.243138822
6,12,0.198,135.0,0.027,3197.0,83.4,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021188488,2.894010933,0.0031,0.2011,0.171,0.1741,1.031558259,0.115598443,0.119536772,0.120265772,0.346793559,0.81373277,0.078567284,-0.000108107,-29572473.21,-771455.8228,6.83e-05,6.72e-05,1201.240899,1164.491572,3840367.155,100183.491,9.862798498,0.257290396,3722879.557,97118.59713,9.56106784,0.249419161,0.100~0.145,0.12,0.340~0.428,0.38,0.00281,0.00976,0.00568,0.00504,1.0,9.56106784,0.249419161
6,12,0.198,135.0,0.0271,3001.5,78.3,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021288488,2.894010933,0.0031,0.2011,0.1709,0.174,1.031558259,0.115530841,0.119468112,0.120202522,0.346702354,0.813989317,0.078563774,-0.000107704,-27868096.24,-726993.815,6.83e-05,6.72e-05,1201.303728,1164.552479,3605713.14,94062.08191,9.260162038,0.241569444,3495404.266,91184.4591,8.976867718,0.234179158,0.100~0.145,0.12,0.340~0.428,0.38,0.00278,0.00913,0.00579,0.00509,1.0,8.976867718,0.234179158
6,12,0.198,135.0,0.0271,3070.5,80.1,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021288488,2.894010933,0.0031,0.2011,0.1709,0.174,1.031558259,0.115530841,0.119468112,0.120202522,0.346702354,0.813989317,0.078563774,-0.000107704,-28508742.13,-743706.3165,6.83e-05,6.72e-05,1201.303728,1164.552479,3688603.097,96224.42862,9.473039326,0.247122765,3575758.387,93280.65357,9.183232493,0.239562587,0.100~0.145,0.12,0.340~0.428,0.38,0.00278,0.00913,0.00579,0.00509,1.0,9.183232493,0.239562587
6,12,0.2801,90.0,0.0376,3550.823,140.0,1,1.570796327,0.5,0.5,1.0,0.99185,0.002432,0.006847209,0.030752791,2.894010933,0.0031,0.2832,0.2425,0.2456,1.022257441,0.1358485,0.13910784,0.1405216,0.374862108,0.814077745,0.331090077,-0.00012697,-27965934.33,-1102626.294,0.000339549,0.000335832,1017.154091,995.0077645,3611734.141,142401.5727,9.275625121,0.365714517,3533096.455,139301.087,9.073668482,0.357751875,0.100~0.145,0.12,0.340~0.428,0.38,0.00734,0.0093,0.00793,0.00974,0.9444852576195628,8.569946113776277,0.3378913718232566
6,12,0.198,135.0,0.0272,2898.0,75.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021388488,2.894010933,0.0031,0.2011,0.1708,0.1739,1.031558259,0.11546324,0.119399453,0.120139293,0.346611155,0.814245864,0.078560248,-0.0001073,-27008307.44,-704564.5418,6.83e-05,6.72e-05,1201.366845,1164.613665,3481561.117,90823.33348,8.941315859,0.233251718,3375050.401,88044.79306,8.667775938,0.226115894,0.100~0.145,0.12,0.340~0.428,0.38,0.00276,0.00836,0.0059,0.00517,1.0,8.667775938,0.226115894
6,12,0.198,135.0,0.0273,2553.0,66.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021488488,2.894010933,0.0031,0.2011,0.1707,0.1738,1.031558259,0.115395639,0.119330793,0.120076083,0.34651996,0.814502411,0.078556706,-0.000106897,-23882840.13,-623030.6122,6.83e-05,6.72e-05,1201.43025,1164.67513,3067251.429,80015.25466,7.877289218,0.205494501,2973415.608,77567.36368,7.636300855,0.199207848,0.100~0.145,0.12,0.340~0.428,0.38,0.00278,0.00748,0.00601,0.00527,1.0,7.636300855,0.199207848
6,12,0.198,135.0,0.0274,2783.0,72.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021588488,2.894010933,0.0031,0.2011,0.1706,0.1737,1.031558259,0.115328037,0.119262133,0.120012893,0.34642877,0.814758958,0.078553148,-0.000106493,-26133087.03,-681732.705,6.83e-05,6.72e-05,1201.493944,1164.736876,3343757.647,87228.46037,8.587410154,0.224019395,3241462.726,84559.8972,8.3246972,0.217166014,0.100~0.145,0.12,0.340~0.428,0.38,0.00281,0.00657,0.00612,0.00537,1.0,8.3246972,0.217166014
6,12,0.198,135.0,0.0274,2323.0,60.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021588488,2.894010933,0.0031,0.2011,0.1706,0.1737,1.031558259,0.115328037,0.119262133,0.120012893,0.34642877,0.814758958,0.078553148,-0.000106493,-21813568.51,-569049.6133,6.83e-05,6.72e-05,1201.493944,1164.736876,2791070.433,72810.53303,7.168003517,0.186991396,2705683.763,70583.05469,6.948714192,0.181270805,0.100~0.145,0.12,0.340~0.428,0.38,0.00281,0.00657,0.00612,0.00537,1.0,6.948714192,0.181270805
6,12,0.198,135.0,0.0274,2403.5,62.7,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021588488,2.894010933,0.0031,0.2011,0.1706,0.1737,1.031558259,0.115328037,0.119262133,0.120012893,0.34642877,0.814758958,0.078553148,-0.000106493,-22569484.25,-588769.1543,6.83e-05,6.72e-05,1201.493944,1164.736876,2887790.695,75333.67032,7.416399678,0.193471296,2799445.081,73029.00213,7.189511218,0.187552467,0.100~0.145,0.12,0.340~0.428,0.38,0.00281,0.00657,0.00612,0.00537,1.0,7.189511218,0.187552467
6,12,0.198,135.0,0.0274,2472.5,64.5,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021588488,2.894010933,0.0031,0.2011,0.1706,0.1737,1.031558259,0.115328037,0.119262133,0.120012893,0.34642877,0.814758958,0.078553148,-0.000106493,-23217412.03,-605671.6181,6.83e-05,6.72e-05,1201.493944,1164.736876,2970693.778,77496.35942,7.629310674,0.199025496,2879811.926,75125.5285,7.39590867,0.192936748,0.100~0.145,0.12,0.340~0.428,0.38,0.00281,0.00657,0.00612,0.00537,1.0,7.39590867,0.192936748
6,12,0.198,135.0,0.0274,2633.5,68.7,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021588488,2.894010933,0.0031,0.2011,0.1706,0.1737,1.031558259,0.115328037,0.119262133,0.120012893,0.34642877,0.814758958,0.078553148,-0.000106493,-24729243.51,-645110.7002,6.83e-05,6.72e-05,1201.493944,1164.736876,3164134.303,82542.63398,8.126102997,0.211985296,3067334.563,80017.42338,7.877502722,0.205500071,0.100~0.145,0.12,0.340~0.428,0.38,0.00281,0.00657,0.00612,0.00537,1.0,7.877502722,0.205500071
6,12,0.198,135.0,0.0276,2104.5,54.9,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021788488,2.894010933,0.0031,0.2011,0.1704,0.1735,1.031558259,0.115192834,0.119124813,0.119886573,0.346246405,0.815272052,0.078545984,-0.000105686,-19912687.42,-519461.4109,6.83e-05,6.72e-05,1201.622202,1164.86121,2528813.924,65969.05889,6.494478565,0.16942118,2451450.416,63950.88042,6.295794257,0.164238111,0.100~0.145,0.12,0.340~0.428,0.38,0.0029,0.00505,0.00634,0.00557,1.0,6.295794257,0.164238111
6,12,0.198,135.0,0.0276,2208.0,57.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021788488,2.894010933,0.0031,0.2011,0.1704,0.1735,1.031558259,0.115192834,0.119124813,0.119886573,0.346246405,0.815272052,0.078545984,-0.000105686,-20891999.91,-545008.6934,6.83e-05,6.72e-05,1201.622202,1164.86121,2653181.822,69213.43883,6.81387915,0.177753369,2572013.551,67096.00568,6.605423483,0.172315395,0.100~0.145,0.12,0.340~0.428,0.38,0.0029,0.00505,0.00634,0.00557,1.0,6.605423483,0.172315395
6,12,0.198,135.0,0.0277,2001.0,52.2,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021888488,2.894010933,0.0031,0.2011,0.1703,0.1734,1.031558259,0.115125233,0.119056153,0.119823443,0.34615523,0.815528599,0.078542379,-0.000105283,-19005933.99,-495806.9736,6.83e-05,6.72e-05,1201.686766,1164.923799,2404575.219,62728.0492,6.175409772,0.161097646,2331012.521,60809.0223,5.986486673,0.156169218,0.100~0.145,0.12,0.340~0.428,0.38,0.00296,0.00455,0.00645,0.00568,1.0,5.986486673,0.156169218
6,12,0.198,135.0,0.0277,1886.0,49.2,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021888488,2.894010933,0.0031,0.2011,0.1703,0.1734,1.031558259,0.115125233,0.119056153,0.119823443,0.34615523,0.815528599,0.078542379,-0.000105283,-17913638.93,-467312.3199,6.83e-05,6.72e-05,1201.686766,1164.923799,2266381.241,59122.9889,5.820501165,0.151839161,2197046.285,57314.2509,5.642435715,0.147193975,0.100~0.145,0.12,0.340~0.428,0.38,0.00296,0.00455,0.00645,0.00568,1.0,5.642435715,0.147193975
6,12,0.198,135.0,0.0278,1725.0,45.0,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021988488,2.894010933,0.0031,0.2011,0.1702,0.1733,1.031558259,0.115057631,0.118987494,0.119760334,0.34606406,0.815785146,0.078538757,-0.000104879,-16447457.84,-429064.1175,6.83e-05,6.72e-05,1201.751621,1164.98667,2073021.547,54078.82297,5.323916431,0.138884776,2009602.006,52424.40015,5.161042901,0.134635902,0.100~0.145,0.12,0.340~0.428,0.38,0.00302,0.00424,0.00656,0.00578,1.0,5.161042901,0.134635902
6,12,0.198,135.0,0.0278,1794.0,46.8,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.021988488,2.894010933,0.0031,0.2011,0.1702,0.1733,1.031558259,0.115057631,0.118987494,0.119760334,0.34606406,0.815785146,0.078538757,-0.000104879,-17105356.15,-446226.6822,6.83e-05,6.72e-05,1201.751621,1164.98667,2155942.409,56241.97588,5.536873089,0.144440168,2089986.086,54521.37615,5.367484617,0.140021338,0.100~0.145,0.12,0.340~0.428,0.38,0.00302,0.00424,0.00656,0.00578,1.0,5.367484617,0.140021338
6,12,0.198,135.0,0.0279,1633.0,42.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.022088488,2.894010933,0.0031,0.2011,0.1701,0.1732,1.031558259,0.11499003,0.118918834,0.119697244,0.345972895,0.816041693,0.07853512,-0.000104476,-15630391.05,-407749.3316,6.83e-05,6.72e-05,1201.816768,1165.049824,1962566.782,51197.39433,5.040247438,0.131484716,1902526.362,49631.12249,4.886052137,0.12746223,0.100~0.145,0.12,0.340~0.428,0.38,0.00307,0.00408,0.00666,0.00589,1.0,4.886052137,0.12746223
6,12,0.198,135.0,0.0279,1518.0,39.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.022088488,2.894010933,0.0031,0.2011,0.1701,0.1732,1.031558259,0.11499003,0.118918834,0.119697244,0.345972895,0.816041693,0.07853512,-0.000104476,-14529659.28,-379034.5899,6.83e-05,6.72e-05,1201.816768,1165.049824,1824357.854,47591.94402,4.685300435,0.122225229,1768545.632,46135.97302,4.541963959,0.118486016,0.100~0.145,0.12,0.340~0.428,0.38,0.00307,0.00408,0.00666,0.00589,1.0,4.541963959,0.118486016
6,12,0.68,36.0,0.0525,18339.3065,740.0,1,0.628318531,0.095491503,0.904508497,0.105572809,0.99185,0.002432,0.007809654,0.044690346,2.894010933,0.0031,0.6831,0.6275,0.6306,1.00913843,0.162984897,0.164536771,0.167293021,0.409014696,0.816644007,0.823260305,-0.00041358,-44342832.82,-1789255.024,0.002857355,0.002844388,300.5753658,297.8534529,5512343.76,222425.7707,14.1567547,0.571231986,5462425.765,220411.5551,14.02855572,0.566059095,0.145~0.209,0.16,0.340~0.428,0.38,0.0125,0.0162,0.00885,0.013,1.3349205079844766,18.727006728030936,0.7556438946466331
6,12,0.198,135.0,0.0283,1414.5,36.9,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.022488488,2.894010933,0.0031,0.2011,0.1697,0.1728,1.031558259,0.114719624,0.118644194,0.119445084,0.345608282,0.817067881,0.078520411,-0.000102862,-13751425.99,-358732.8518,6.83e-05,6.72e-05,1202.08028,1165.305274,1700342.557,44356.76235,4.366805396,0.113916662,1648324.311,42999.76463,4.233212575,0.110431632,0.100~0.145,0.12,0.340~0.428,0.38,0.0033,0.00414,0.00708,0.00631,1.0,4.233212575,0.110431632
6,12,0.401,60.0,0.0435,7815.778,140.0,1,1.047197551,0.25,0.75,0.333333333,0.99185,0.002432,0.007066002,0.036433998,2.894010933,0.0031,0.4041,0.3575,0.3606,1.01552111,0.1433575,0.14571846,0.14761071,0.384201393,0.81855247,0.596899547,-0.000192797,-40538800.54,-726150.6244,0.000994011,0.000986386,625.7565761,616.1925833,4890774.481,87605.92065,12.56044572,0.224988786,4816024.436,86266.96166,12.36847329,0.221550082,0.100~0.145,0.12,0.340~0.428,0.38,0.0101,0.0121,0.00954,0.0117,1.0463522322583478,12.941779636619252,0.23181942285772003
6,12,0.198,135.0,0.0291,1403.0,36.6,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.023288488,2.894010933,0.0031,0.2011,0.1689,0.172,1.031558259,0.114178813,0.118094916,0.118941726,0.344879292,0.819120258,0.07849022,-9.96e-05,-14081489.81,-367343.2125,6.83e-05,6.72e-05,1202.621452,1165.82989,1687277.897,44015.94515,4.333252848,0.113041379,1635659.336,42669.37398,4.200686494,0.109583126,0.100~0.145,0.12,0.340~0.428,0.38,0.00376,0.00475,0.00787,0.00716,1.0,4.200686494,0.109583126
6,12,0.44,60.0,0.0575,6476.7805,100.0,1,1.047197551,0.25,0.75,0.333333333,0.99185,0.002432,0.008492718,0.049007282,2.894010933,0.0031,0.4431,0.3825,0.3856,1.014140548,0.1683,0.17085936,0.17416561,0.417331535,0.819715778,0.595391501,-0.000156744,-41320826.94,-637984.0561,0.00082561,0.000819834,759.929441,749.3334557,4921896.185,75992.9441,12.64037222,0.195164437,4853268.314,74933.34557,12.4641227,0.192443185,0.145~0.209,0.16,0.340~0.428,0.38,0.0128,0.0183,0.00833,0.0141,1.3984337254327859,17.430249541612355,0.2691190401337008
6,12,0.3201,90.0,0.0582,3074.735,120.0,1,1.570796327,0.5,0.5,1.0,0.99185,0.002432,0.008911386,0.049288614,2.894010933,0.0031,0.3232,0.2619,0.265,1.019462736,0.16766838,0.171296,0.17468324,0.417951241,0.820594348,0.328996243,-8.78e-05,-35015179.41,-1366563.795,0.000259991,0.000257497,1341.568359,1315.95625,4124967.189,160988.2031,10.5937059,0.413448544,4046216.74,157914.75,10.39145966,0.405555327,0.145~0.209,0.16,0.340~0.428,0.38,0.0128,0.0185,0.0083,0.0143,1.3653233119698236,14.187702119192018,0.5537141422466448
6,12,0.198,135.0,0.0298,1437.5,37.5,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.023988488,2.894010933,0.0031,0.2011,0.1682,0.1713,1.031558259,0.113705603,0.117614297,0.118502337,0.344241684,0.820916087,0.078462951,-9.68e-05,-14848645.55,-387355.9709,6.83e-05,6.72e-05,1203.110623,1166.304096,1729471.52,45116.64836,4.441614154,0.115868195,1676562.138,43736.40359,4.305732724,0.112323462,0.100~0.145,0.12,0.340~0.428,0.38,0.00415,0.00529,0.00851,0.0079,1.0,4.305732724,0.112323462
6,12,0.198,135.0,0.03,1541.0,40.2,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.024188488,2.894010933,0.0031,0.2011,0.168,0.1711,1.031558259,0.1135704,0.117476977,0.118376977,0.344059555,0.821429181,0.078455012,-9.6e-05,-16051533.71,-418735.6621,6.83e-05,6.72e-05,1203.253095,1166.442209,1854213.019,48370.7744,4.761974217,0.124225414,1797487.444,46890.97679,4.616292074,0.120425011,0.100~0.145,0.12,0.340~0.428,0.38,0.00426,0.00545,0.00869,0.00811,1.0,4.616292074,0.120425011
6,12,0.198,135.0,0.0302,1621.5,42.3,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.024388488,2.894010933,0.0031,0.2011,0.1678,0.1709,1.031558259,0.113435197,0.117339658,0.118251698,0.343877446,0.821942275,0.078447007,-9.52e-05,-17033206.31,-444344.5124,6.83e-05,6.72e-05,1203.396778,1166.581497,1951307.875,50903.68371,5.011332408,0.130730411,1891611.897,49346.3973,4.858021699,0.126731001,0.100~0.145,0.12,0.340~0.428,0.38,0.00437,0.00561,0.00886,0.00833,1.0,4.858021699,0.126731001
6,12,0.198,135.0,0.0303,1713.5,44.7,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.024488488,2.894010933,0.0031,0.2011,0.1677,0.1708,1.031558259,0.113367596,0.117270998,0.118189088,0.343786398,0.822198822,0.07844298,-9.48e-05,-18076235.72,-471553.9753,6.83e-05,6.72e-05,1203.469075,1166.651582,2062144.261,53795.06767,5.295981476,0.138156039,1999057.486,52149.32572,5.133962554,0.133929458,0.100~0.145,0.12,0.340~0.428,0.38,0.00443,0.00569,0.00893,0.00841,1.0,5.133962554,0.133929458
6,12,1.65,11.95,0.03,321506.0064,5253.803,4,0.208566846,0.010835667,0.989164333,0.010954365,0.99241,0.0045501,0.005261413,0.024738587,2.894010933,0.0031,1.6531,1.62,1.6231,1.003761106,0.115854955,0.116294736,0.117194736,0.342337167,0.822611422,0.97839864,-0.00461856,-69611734.74,-1137541.239,0.041218114,0.041140819,24.19659123,24.1059263,7779349.415,127124.1236,19.97885947,0.326479101,7750200.094,126647.7879,19.90399843,0.325255779,0.100~0.145,0.12,0.340~0.428,0.38,0.00426,0.00545,0.00897,0.00825,1.0,19.90399843,0.325255779
6,12,0.198,135.0,0.0305,1817.0,47.4,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.024688488,2.894010933,0.0031,0.2011,0.1675,0.1706,1.031558259,0.113232393,0.117133678,0.118063928,0.343604319,0.822711916,0.078434876,-9.4e-05,-19332647.12,-504329.9249,6.83e-05,6.72e-05,1203.614584,1166.792639,2186967.699,57051.33129,5.616551978,0.146518747,2120062.226,55305.97111,5.444725905,0.142036328,0.100~0.145,0.12,0.340~0.428,0.38,0.00454,0.00584,0.00903,0.00853,1.0,5.444725905,0.142036328
6,12,0.198,135.0,0.0306,1909.0,49.8,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.024788488,2.894010933,0.0031,0.2011,0.1674,0.1705,1.031558259,0.113164791,0.117065018,0.118001378,0.343513287,0.822968463,0.0784308,-9.36e-05,-20399077.87,-532149.8574,6.83e-05,6.72e-05,1203.687797,1166.863612,2297840.004,59943.65227,5.901293294,0.153946782,2227542.636,58109.80789,5.720756186,0.149237118,0.100~0.145,0.12,0.340~0.428,0.38,0.00459,0.00592,0.00907,0.00859,1.0,5.720756186,0.149237118
6,12,0.1999,145.0,0.0349,1807.1507,74.0,1,2.530727415,0.909576022,0.090423978,10.05901359,0.99185,0.002432,0.006298349,0.028601651,2.894010933,0.0031,0.203,0.165,0.1681,1.031255998,0.120004003,0.12415458,0.12537259,0.354079921,0.823958051,0.046914451,-8.19e-05,-22055544.26,-903140.1064,3.64e-05,3.59e-05,1354.172363,1313.129199,2447193.534,100208.7549,6.284861769,0.257355278,2373022.352,97171.56075,6.094375965,0.249555182,0.100~0.145,0.12,0.340~0.428,0.38,0.00619,0.00806,0.00922,0.01,0.7944176629339119,4.841479911155904,0.19825104445748704
6,12,0.62,36.0,0.0425,25669.078,930.0,1,0.628318531,0.095491503,0.904508497,0.105572809,0.99185,0.002432,0.006498867,0.036001133,2.894010933,0.0031,0.6231,0.5775,0.5806,1.010025,0.13676293,0.138184554,0.139990804,0.37415345,0.824207504,0.823787311,-0.000441521,-58137795.85,-2106353.416,0.003437152,0.003420051,248.4440184,245.978088,6377328.886,231052.9371,16.37820219,0.593388202,6314030.728,228759.6219,16.2156404,0.587498529,0.100~0.145,0.12,0.340~0.428,0.38,0.00966,0.0116,0.0104,0.0122,0.9378951229605904,15.20857004684272,0.551012005095621
6,12,0.198,135.0,0.0313,1932.0,50.4,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.025488488,2.894010933,0.0031,0.2011,0.1667,0.1698,1.031558259,0.112691581,0.116584399,0.117564089,0.342876201,0.824764292,0.078401796,-9.08e-05,-21287219.05,-555318.7578,6.83e-05,6.72e-05,1204.208886,1167.36876,2326531.568,60692.12785,5.974978726,0.15586901,2255356.444,58835.3855,5.792187374,0.15110054,0.100~0.145,0.12,0.340~0.428,0.38,0.00497,0.00648,0.00939,0.00899,0.6930751412001064,4.0144210820925235,0.10472402809591233
6,12,0.361,60.0,0.0334,10513.61,190.0,1,1.047197551,0.25,0.75,0.333333333,0.99185,0.002432,0.005736717,0.027663283,2.894010933,0.0031,0.3641,0.3276,0.3307,1.017248256,0.1182636,0.12040787,0.12152343,0.348602108,0.824886453,0.597784648,-0.000214631,-48984634.5,-885241.183,0.001226495,0.001216052,505.0289627,496.4657935,5309677.553,95955.50292,13.63626905,0.246432112,5219647.731,94328.50077,13.40505523,0.242253659,0.100~0.145,0.12,0.340~0.428,0.38,0.00566,0.00741,0.0093,0.00967,0.6817870933401479,9.139393641325848,0.16516541802062537
6,12,0.198,135.0,0.0318,1840.0,48.0,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.025988488,2.894010933,0.0031,0.2011,0.1662,0.1693,1.031558259,0.112353574,0.1162411,0.11725234,0.342421291,0.826047027,0.078380575,-8.87e-05,-20734352.48,-540896.1517,6.83e-05,6.72e-05,1204.59038,1167.738582,2216446.298,57820.33822,5.692258667,0.148493704,2148638.992,56051.45196,5.518116514,0.143950866,0.100~0.145,0.12,0.340~0.428,0.38,0.00515,0.00673,0.00962,0.00928,0.6978508382554365,3.850822234886067,0.10045623250569602
6,12,0.2801,90.0,0.0426,3927.726,130.0,1,1.570796327,0.5,0.5,1.0,0.99185,0.002432,0.006847209,0.035752791,2.894010933,0.0031,0.2832,0.2375,0.2406,1.022257441,0.1330475,0.13627584,0.1380906,0.371605436,0.826304105,0.330400082,-0.000104187,-37698740.15,-1247754.1,0.000339549,0.000335832,1021.382171,999.1437877,4011709.311,132779.6823,10.30283797,0.341003659,3924363.033,129888.6924,10.078516,0.333579043,0.100~0.145,0.12,0.340~0.428,0.38,0.0097,0.0117,0.0108,0.0125,0.9220107997873742,9.292500597829848,0.3075634802287369
6,12,0.198,135.0,0.0323,1771.0,46.2,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.026488488,2.894010933,0.0031,0.2011,0.1657,0.1688,1.031558259,0.112015567,0.115897801,0.116941091,0.341966506,0.827329763,0.078358932,-8.67e-05,-20420963.41,-532720.7847,6.83e-05,6.72e-05,1204.97969,1168.115983,2134019.031,55670.06169,5.480569656,0.142971382,2068733.406,53966.95842,5.312903664,0.138597487,0.100~0.145,0.12,0.340~0.428,0.38,0.00531,0.00694,0.00985,0.00957,0.6984647490419091,3.7108759243595997,0.09680545897529426
6,12,0.2411,145.0,0.0586,1269.568,58.0,1,2.530727415,0.909576022,0.090423978,10.05901359,0.99185,0.002432,0.009102999,0.049497001,2.894010933,0.0031,0.2442,0.1825,0.1856,1.025880792,0.160088109,0.164900748,0.168334708,0.41028613,0.827741149,0.04643178,-5.28e-05,-24045049.03,-1098494.01,2.5e-05,2.47e-05,1982.002808,1932.001089,2516287.34,114956.1628,6.462307899,0.295229447,2452806.759,112056.0632,6.299277605,0.287781435,0.145~0.209,0.16,0.340~0.428,0.38,0.0128,0.0187,0.00915,0.0154,1.227742985028717,7.733893890287248,0.35332163804274763
6,12,0.198,135.0,0.0327,1690.5,44.1,19,2.35619449,0.853553391,0.146446609,5.828427125,1.15,0.2,0.005811512,0.026888488,2.894010933,0.0031,0.2011,0.1653,0.1684,1.031558259,0.111745161,0.115623162,0.116692452,0.341602769,0.828355951,0.07834131,-8.51e-05,-19862289.24,-518146.6759,6.83e-05,6.72e-05,1205.296814,1168.423405,2037554.264,53153.58949,5.232829654,0.1365086,1975219.766,51527.47216,5.072742724,0.132332419,0.100~0.145,0.12,0.340~0.428,0.38,0.00543,0.00711,0.01,0.0098,0.6994422252485218,3.5480904589878084,0.09255888161787977
