Z,A,E0,ThetaDeg,nu,cross,error,dataSet,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),normalization,normError,nu_elastic,Ex,R,Veff,Eeff,Eprime,Eprime_eff,F2foc,Q2,Q2eff,q3momt_squared,q3momt,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),bin,Q2center,qvbin,qvcenter,RL_fortran_qvcenter,RT_fortran_qvcenter,RL_fortran_qvdata,RT_fortran_qvdata
6,12,0.537,37.1,0.0503,47016.2676,1441.0,2,0.6475171524898963,0.10120803558738574,0.8987919644126143,0.11260451761329224,0.97869,0.0086008,0.005171620873995142,0.045128379126004856,2.894010933453939,0.0031,0.5401,0.4867,0.4898,1.011578949193568,0.10580607857697763,0.10709469167264761,0.10962478167264761,0.3310963329193599,0.8699525680233523,0.8126582561047846,-0.00011262415874304074,-417461654.09564245,-12794768.157049982,0.004053026964422203,0.004029763895379972,212.5249071843443,210.0922595846517,9992127.907844294,306248.3912526401,25.661698514273155,0.7865045322965538,9877753.89732065,302742.9460614831,25.36796414627914,0.7775018775584014,0.100~0.145,0.12,0.270~0.340,0.3,0.0243,0.0205,0.0195,0.0193
6,12,0.25,80.0,0.04064,10930.729,327.3,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03610342923456549,2.894010933453939,0.0031,0.2531,0.20936,0.21245999999999998,1.0249537599999998,0.0865025087618257,0.08887186767711383,0.09052347727711384,0.3008711971543867,0.8700254884988861,0.4107879206744096,-3.9973074482361595e-05,-273452296.115558,-8188011.661310252,0.0007325829438526674,0.0007236101776498098,596.2919913283629,581.7745293488781,6517906.162080685,195166.3687617732,16.739231564913247,0.5012246201690762,6359219.719415133,190414.8034558878,16.33169438288928,0.48902169027515563,0.070~0.100,0.093,0.270~0.340,0.3,0.022,0.0166,0.0218,0.0166
6,12,0.1776,135.0,0.0398,3867.334,115.8,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.03511013865856036,2.894010933453939,0.0031,0.1807,0.1378,0.1409,1.0352145853623895,0.08355700449175422,0.08692802825256328,0.08851206825256328,0.29750977841503506,0.8703910754434366,0.07770448232969242,-2.3660742511374143e-05,-163449392.94026396,-4894182.840810379,8.488498748412876e-05,8.34287425411249e-05,982.4962129779925,949.0749327435893,3799641.0093210316,113773.06146285153,9.758205954020928,0.2921910156908153,3670389.755946996,109902.87721170764,9.4262639765696,0.2822516411788482,0.070~0.100,0.093,0.270~0.340,0.3,0.0214,0.0161,0.0219,0.0162
6,12,0.25,80.0,0.04084,11060.976,331.2,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03630342923456549,2.894010933453939,0.0031,0.2531,0.20916,0.21226,1.0249537599999998,0.08641987357959241,0.08878820781862085,0.09045611341862085,0.30075922831830254,0.8704849227573791,0.4107401520178241,-3.85024564435795e-05,-287279748.40276664,-8602048.559819343,0.0007325829438526674,0.0007236101776498098,596.4580399165628,581.9365352799554,6597408.064524144,197546.9028203656,16.9434076794137,0.5073382876359027,6436786.05025474,192737.38048472122,16.530899578741682,0.494986512987574,0.070~0.100,0.093,0.270~0.340,0.3,0.0221,0.0167,0.0219,0.0167
6,12,0.48,36.0,0.0375,76303.0205,2880.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.00390450450644797,0.03359549549355203,2.894010933453939,0.0031,0.4831,0.4425,0.4456,1.012958376736111,0.08112958078952233,0.08222557878356292,0.08363182878356291,0.2891916817330037,0.8707721193124369,0.8232101109786472,-0.00014790752371204443,-515883293.7298813,-19471626.10609967,0.005734553309185776,0.005697755306166782,150.429153209821,148.50477242167057,11478198.761166614,433235.9612442845,29.478213130631115,1.1126329372009278,11331362.694438564,427693.74457441125,29.10110998401919,1.0983994631506793,0.070~0.100,0.093,0.270~0.340,0.3,0.0205,0.0153,0.0227,0.0156
6,12,0.1776,135.0,0.03999,3865.3302,115.7,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.035300138658560354,2.894010933453939,0.0031,0.1807,0.13761,0.14071,1.0352145853623895,0.08344179526930551,0.08681080805832633,0.08841000815832634,0.2973382050095923,0.8708652813176736,0.07769046160521074,-2.273685299234078e-05,-170002867.20867172,-5088654.970807752,8.488498748412878e-05,8.342874254112492e-05,982.7034005521682,949.275072479935,3798473.1317969924,113698.78344388587,9.755206620825847,0.2920002555097494,3669261.6057638815,109831.12588592849,9.423366670796005,0.2820673700298872,0.070~0.100,0.093,0.270~0.340,0.3,0.0215,0.0162,0.0221,0.0163
6,12,0.25,80.0,0.04102,11311.451000000001,338.7,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03648342923456549,2.894010933453939,0.0031,0.2531,0.20898,0.21208,1.0249537599999998,0.08634550191558243,0.08871291394597715,0.09039555434597715,0.300658534463895,0.8708984135900227,0.4106969095838463,-3.7179088240819346e-05,-304242291.43900925,-9109959.819513202,0.0007325829438526673,0.0007236101776498096,596.6083949771732,582.0832297616756,6748506.6259729415,202071.26337876858,17.331457728972758,0.5189577122159724,6584205.931370936,197151.58992027954,16.909502072535215,0.5063230483841266,0.070~0.100,0.093,0.270~0.340,0.3,0.0221,0.0168,0.022,0.0168
6,12,0.25,80.0,0.04122,11341.508,339.6,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03668342923456549,2.894010933453939,0.0031,0.2531,0.20878,0.21187999999999999,1.0249537599999998,0.08626286673334913,0.08862925408748414,0.09032834248748414,0.30054673927275294,0.8713578478485158,0.41064858334417353,-3.57088899805849e-05,-317610208.722994,-9510236.8117475,0.0007325829438526673,0.0007236101776498096,596.7764716333282,582.247214384899,6768345.127241165,202665.2897666783,17.38240680040333,0.5204832857691386,6603561.439924047,197731.15400511172,16.959210726153476,0.5078114799726562,0.070~0.100,0.093,0.270~0.340,0.3,0.0222,0.0169,0.0221,0.0169
6,12,0.56,36.0,0.0525,50772.8015,2000.0,1,0.6283185307179586,0.09549150281252627,0.9045084971874736,0.10557280900008409,0.99185,0.002432,0.005307269239102408,0.04719273076089759,2.894010933453939,0.0031,0.5631,0.5075000000000001,0.5106,1.0111020727040814,0.10855474039727989,0.1098224321133774,0.1125786821133774,0.3355274684930839,0.8713583459826225,0.8220677108480494,-0.00010268462790352115,-494453771.09127116,-19477112.016017914,0.004213141206748733,0.0041899468580701305,207.31311727837274,205.0367839954443,10525867.75192104,414626.2345567455,27.03244467465808,1.0648395942720663,10410291.93399907,410073.5679908886,26.735623835052362,1.053147474442684,0.100~0.145,0.12,0.270~0.340,0.3,0.0243,0.0212,0.019,0.0199
6,12,0.1776,135.0,0.04021,3493.6253,104.6,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.03552013865856036,2.894010933453939,0.0031,0.1807,0.13739,0.14049,1.0352145853623895,0.08330839511699648,0.08667507941236775,0.08829192351236775,0.2971395690788552,0.8714143618036322,0.07767411286301222,-2.166711858939983e-05,-161240881.45754558,-4827591.613920149,8.488498748412875e-05,8.342874254112489e-05,982.9450848284498,949.5085354543743,3434041.8168673185,102816.05587305584,8.819277195268382,0.26405132646167656,3317227.042029349,99318.59280852754,8.519274476973377,0.25506917135372675,0.070~0.100,0.093,0.270~0.340,0.3,0.0217,0.0163,0.0222,0.0164
6,12,0.25,80.0,0.04141,11411.641,341.7,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03687342923456549,2.894010933453939,0.0031,0.2531,0.20859,0.21169,1.0249537599999998,0.08618436331022748,0.08854977722191579,0.09026456532191579,0.3004406186285666,0.8717943103940841,0.410602400728394,-3.4312409068934426e-05,-332580582.64209163,-9958496.336223923,0.0007325829438526674,0.0007236101776498098,596.9371373249484,582.4039684726348,6812032.310720011,203973.41982393485,17.49460385609672,0.5238428143356638,6646185.005185027,199007.4360270993,17.068676206521477,0.5110892166839448,0.070~0.100,0.093,0.270~0.340,0.3,0.0223,0.017,0.0222,0.017
6,12,0.1776,135.0,0.04038,3427.4999000000003,102.6,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.035690138658560355,2.894010933453939,0.0031,0.1807,0.13722,0.14032,1.0352145853623895,0.0832053131811213,0.08657019818594522,0.08820074258594522,0.2969860983041887,0.8718386512700547,0.07766139551880069,-2.0840529712534684e-05,-164463185.30658585,-4923099.432462626,8.488498748412874e-05,8.342874254112488e-05,983.1331567558486,949.6902097951903,3369688.796467356,100869.46188315007,8.654006311707107,0.25905210021483854,3255063.099103994,97438.21552498652,8.359625563696696,0.25024000229300686,0.070~0.100,0.093,0.270~0.340,0.3,0.0218,0.0164,0.0223,0.0165
6,12,0.198,135.0,0.0498,3231.4999999999995,70.0,19,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.15,0.2,0.005811512047576933,0.043988487952423064,2.894010933453939,0.0031,0.2011,0.1482,0.1513,1.0315582593612898,0.10018531708885114,0.1038823299605956,0.1063623699605956,0.326132442361375,0.8722254937354044,0.07730875996457094,-1.6183651574320978e-05,-199676814.91163,-4325352.636179515,6.82946103159727e-05,6.724183412512478e-05,1224.1332216743117,1186.6835542883043,3955786.5058405376,85689.32551720183,10.159217499609671,0.22006660218866692,3834767.905682655,83067.84880018131,9.848418552627322,0.21333414782110866,0.100~0.145,0.12,0.270~0.340,0.3,0.0242,0.0201,0.0201,0.0191
6,12,0.25,80.0,0.0416,11421.66,342.0,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03706342923456549,2.894010933453939,0.0031,0.2531,0.2084,0.2115,1.0249537599999998,0.08610585988710584,0.08847030035634745,0.09020086035634746,0.3003345806868524,0.8722307729396526,0.41055595184586036,-3.2916132115344755e-05,-346992774.24140245,-10390042.147162465,0.0007325829438526673,0.0007236101776498096,597.0987731910736,582.561669114784,6819859.173805558,204207.78043134717,17.514704739778978,0.524444697268559,6653821.313661563,199236.0908372561,17.088287709466012,0.5116764460365111,0.070~0.100,0.093,0.270~0.340,0.3,0.0224,0.0171,0.0223,0.0171
6,12,0.1776,135.0,0.04059,3467.5759,103.8,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.03590013865856036,2.894010933453939,0.0031,0.1807,0.13701000000000002,0.14011,1.0352145853623895,0.08307797667209904,0.08644063902389386,0.08808818712389385,0.2967965416306158,0.872362773552106,0.07764558414531843,-1.981947861937653e-05,-174957977.7850423,-5237271.978412178,8.488498748412878e-05,8.342874254112492e-05,983.3670715309478,949.9161675612482,3409899.9580942905,102073.50202491238,8.757276277433728,0.26214430593938004,3293906.409655746,98601.29819285756,8.45938262584287,0.25322702137896674,0.070~0.100,0.093,0.270~0.340,0.3,0.0219,0.0165,0.0225,0.0166
6,12,0.32,60.0,0.0428,23110.105,440.0,1,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.99185,0.002432,0.004515787616863609,0.03828421238313639,2.894010933453939,0.0031,0.3231,0.2772,0.2803,1.0194688476562501,0.08870399999999999,0.09056492999999999,0.09239676999999999,0.30396837006504474,0.8723907896959999,0.5951845253086755,-4.772441632202059e-05,-484240704.8849906,-9219599.398159197,0.0015609182694869203,0.0015459419567806084,404.6121258898598,396.885227851797,9350628.713587878,178029.3353915383,24.01420570073202,0.4572134357815375,9172059.288603954,174629.5002547907,23.55560521142011,0.44848200789329384,0.070~0.100,0.093,0.270~0.340,0.3,0.0229,0.0177,0.0222,0.0175
6,12,0.1506,180.0,0.033851558,2490.4256,113.5,17,3.141592653589793,1.0,3.749399456654644e-33,2.6670937881135714e+32,1.0517,0.013049,0.0039515575998327335,0.029900000400167263,2.894010933453939,0.0031,0.1537,0.11674844200000001,0.11984844200000001,1.0415923733132983,0.07032926146080001,0.0736828221416,0.07482875012062737,0.273548442,0.8724599204369758,1.845990564169132e-33,-2.142681129158566e-05,-116229408.38509151,-5297101.769154592,2.2019661718231396e-36,2.1575543622418014e-36,900.5775254586133,864.6160902598415,2242821.3241867824,102215.5491395526,5.759994785242992,0.26250911013968037,2153262.04535502,98133.926244492,5.529989401631742,0.25202672068790277,0.070~0.100,0.093,0.270~0.340,0.3,0.0181,0.013,0.0236,0.0138
6,12,0.25,80.0,0.04178,11682.154,349.8,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03724342923456549,2.894010933453939,0.0031,0.2531,0.20822000000000002,0.21132,1.0249537599999998,0.08603148822309586,0.08839500648370374,0.09014057488370374,0.30023420005672863,0.8726442637722962,0.4105117015177031,-3.1593533204782214e-05,-369764088.24802506,-11071886.063919304,0.0007325829438526675,0.0007236101776498099,597.2527993034109,582.7119452719613,6977199.17839354,208919.02919633314,17.91878401090214,0.5365440865625952,6807330.682306624,203832.6384561321,17.48252917370842,0.5234812608157029,0.070~0.100,0.093,0.270~0.340,0.3,0.0225,0.0172,0.0224,0.0172
6,12,0.1776,135.0,0.04079,3763.1364,112.7,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.036100138658560356,2.894010933453939,0.0031,0.1807,0.13681000000000001,0.13991,1.0352145853623895,0.08295670380636354,0.08631724934574969,0.0879810734457497,0.29661603706770423,0.8728619376302502,0.07763042084057813,-1.8847079409567576e-05,-199666819.36351752,-5979706.327484814,8.488498748412876e-05,8.34287425411249e-05,983.5914887731096,950.1329508691103,3701388.9341322803,110850.76078472946,9.505875804212089,0.2846859877666678,3575479.8922549607,107079.98356294874,9.18251726610328,0.2750019095480673,0.070~0.100,0.093,0.270~0.340,0.3,0.022,0.0166,0.0226,0.0167
6,12,0.25,80.0,0.04199,12203.142,365.4,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03745342923456549,2.894010933453939,0.0031,0.2531,0.20801,0.21111,1.0249537599999998,0.08594472128175089,0.08830716363228609,0.09007032373228609,0.30011718333392057,0.8731266697437139,0.41045977281960083,-3.0050736621760136e-05,-406084621.27226335,-12159435.710318295,0.0007325829438526675,0.0007236101776498099,597.4336031505195,582.8883472270198,7290567.094817436,218302.2385911998,18.72357284762259,0.5606419656938594,7113069.271356629,212987.40207675303,18.2677244362932,0.5469924474386625,0.070~0.100,0.093,0.270~0.340,0.3,0.0226,0.0173,0.0226,0.0173
6,12,0.1776,135.0,0.04099,3648.9198,109.3,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.036300138658560355,2.894010933453939,0.0031,0.1807,0.13661,0.13971,1.0352145853623895,0.08283543094062804,0.08619385966760552,0.08787403976760552,0.296435557529129,0.8733611017083944,0.07761515489280832,-1.7874710181669015e-05,-204138683.25216615,-6114784.45743361,8.488498748412879e-05,8.342874254112493e-05,983.8175142505401,950.3512877053821,3589871.207335578,107531.25430758402,9.219476919965675,0.27616085926367806,3467755.6306636655,103873.39574619826,8.905860727163427,0.2667667777951608,0.070~0.100,0.093,0.270~0.340,0.3,0.0221,0.0167,0.0227,0.0168
6,12,0.25,80.0,0.04218,12433.579,372.3,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03764342923456549,2.894010933453939,0.0031,0.2531,0.20782,0.21092,1.0249537599999998,0.08586621785862925,0.08822768676671774,0.09000683916671774,0.30001139839465724,0.8735631322892822,0.4104125076431154,-2.865509351391519e-05,-433904673.6651595,-12992454.546316784,0.0007325829438526674,0.0007236101776498098,597.5982175168962,583.0489538541683,7430284.647755512,222485.81638154044,19.082394287231487,0.5713861948467358,7249385.228613156,217069.12551990687,18.61780992659756,0.5574750951172041,0.070~0.100,0.093,0.270~0.340,0.3,0.0227,0.0174,0.0226,0.0174
6,12,0.1776,135.0,0.0412,3622.8704000000002,108.5,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.03651013865856036,2.894010933453939,0.0031,0.1807,0.13640000000000002,0.1395,1.0352145853623895,0.08270809443160579,0.08606430050555415,0.08776174050555414,0.29624608099611066,0.8738852239904458,0.0775990148037133,-1.685375510712159e-05,-214959240.65427703,-6437734.458011266,8.488498748412878e-05,8.342874254112492e-05,984.0565794434531,950.5822206890294,3565109.4535909346,106770.13886961466,9.15588399309963,0.2742061690231342,3443836.1901005525,103138.1709447597,8.844431021897263,0.2648785796687215,0.070~0.100,0.093,0.270~0.340,0.3,0.0222,0.0168,0.0229,0.017
6,12,0.25,80.0,0.04237,12213.161,365.7,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03783342923456549,2.894010933453939,0.0031,0.2531,0.20763,0.21073,1.0249537599999998,0.08578771443550762,0.0881482099011494,0.08994342680114939,0.2999056965133363,0.8739995948348506,0.4103649739166535,-2.7259661740378972e-05,-448030541.109356,-13415426.922128635,0.0007325829438526673,0.0007236101776498096,597.763813176086,583.2105178833493,7300585.69029346,218602.22647849467,18.749302519921958,0.5614123920527585,7122843.951802725,213280.08638994084,18.29282768807245,0.547744116820215,0.070~0.100,0.093,0.270~0.340,0.3,0.0227,0.0175,0.0227,0.0175
6,12,0.1776,135.0,0.04138,3552.7374,106.4,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.036690138658560356,2.894010933453939,0.0031,0.1807,0.13622,0.13932,1.0352145853623895,0.08259894885244383,0.0859532497952244,0.0876655541952244,0.29608369457844924,0.8743344716607755,0.07758508977090078,-1.597867762391895e-05,-222342391.75598633,-6658873.9383994285,8.488498748412878e-05,8.342874254112492e-05,984.2629158815756,950.7815382421629,3496827.6726855277,104725.57424979965,8.98052329998474,0.26895533543187755,3377877.1301424624,101163.15566896614,8.675035521105027,0.2598063621154704,0.070~0.100,0.093,0.270~0.340,0.3,0.0222,0.0169,0.023,0.017
6,12,0.25,80.0,0.04257,12143.028,363.6,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.038033429234565486,2.894010933453939,0.0031,0.2531,0.20743,0.21053,1.0249537599999998,0.08570507925327431,0.0880645500426564,0.0898767549426564,0.2997945212018665,0.8744590290933436,0.41031464766971454,-2.5791016512969436e-05,-470823939.56413776,-14097932.115903916,0.0007325829438526674,0.0007236101776498098,597.9391875642702,583.3816225663393,7260792.296890185,217410.68859836867,18.64710546301949,0.5583522945309759,7084019.377508489,212117.55796512097,18.19311874422461,0.5447585211365789,0.070~0.100,0.093,0.270~0.340,0.3,0.0228,0.0176,0.0228,0.0176
6,12,0.1776,135.0,0.04159,3717.049,111.3,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.03690013865856036,2.894010933453939,0.0031,0.1807,0.13601000000000002,0.13911,1.0352145853623895,0.08247161234342158,0.08582369063317304,0.08755341873317303,0.29589426951729403,0.8748585939428268,0.07756873776409932,-1.4957785564871226e-05,-248502626.53380942,-7440941.008098895,8.488498748412875e-05,8.342874254112489e-05,984.505309549522,951.0156864771027,3659454.4763557413,109575.4409528618,9.39818008386645,0.28141072214392004,3534971.906404028,105848.04590490153,9.078484998911122,0.27183805765778385,0.070~0.100,0.093,0.270~0.340,0.3,0.0223,0.017,0.0231,0.0172
6,12,0.25,80.0,0.04276,12233.199,366.3,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03822342923456549,2.894010933453939,0.0031,0.2531,0.20724,0.21034,1.0249537599999998,0.08562657583015267,0.08798507317708805,0.08981349077708806,0.2996889900831995,0.8748954916389119,0.41026656093486913,-2.4396024270565634e-05,-501442319.6307292,-15014741.57992003,0.0007325829438526673,0.0007236101776498096,598.106806147266,583.545160268758,7316759.582853928,219086.52309174353,18.79084017421511,0.5626561585252553,7138624.07105461,213752.59220644605,18.33335405707972,0.5489576022680822,0.070~0.100,0.093,0.270~0.340,0.3,0.0229,0.0177,0.0229,0.0177
6,12,0.25,80.0,0.04294,12193.123,365.1,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03840342923456549,2.894010933453939,0.0031,0.2531,0.20706,0.21015999999999999,1.0249537599999998,0.08555220416614268,0.08790977930444435,0.08975362290444436,0.299589090095825,0.8753089824715556,0.41022075577281736,-2.3074652752005656e-05,-528420649.7512804,-15822556.634932043,0.0007325829438526673,0.0007236101776498096,598.266515667701,583.7009814644722,7294737.212317705,218427.10487027766,18.73428250817217,0.5609626462173523,7117137.86221703,213109.22833267882,18.27817335698361,0.5473053206003677,0.070~0.100,0.093,0.270~0.340,0.3,0.0229,0.0177,0.023,0.0178
6,12,0.1776,135.0,0.04178,3879.3568,116.2,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.037090138658560354,2.894010933453939,0.0031,0.1807,0.13582,0.13892,1.0352145853623895,0.08235640312097284,0.08570647043893607,0.08745203883893607,0.29572290888420544,0.8753327998170638,0.07755384428454803,-1.403415100553124e-05,-276422620.68229425,-8279802.601112274,8.488498748412879e-05,8.342874254112493e-05,984.7261722513114,951.2290361583304,3820104.172461096,114425.18121560238,9.810759276795798,0.2938657841329964,3690156.8297782647,110532.81400159799,9.477029608659755,0.2838694395231353,0.070~0.100,0.093,0.270~0.340,0.3,0.0224,0.0171,0.0232,0.0173
6,12,0.25,80.0,0.04314,11912.591,356.7,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03860342923456549,2.894010933453939,0.0031,0.2531,0.20686,0.20995999999999998,1.0249537599999998,0.08546956898390937,0.08782611944595134,0.08968717904595135,0.2994781779127677,0.8757684167300486,0.4101695760537225,-2.1606692434940565e-05,-551338018.8045783,-16508773.893739242,0.0007325829438526673,0.0007236101776498096,598.4450154665572,583.8751354661671,7129030.70524177,213465.33701692094,18.308716456010483,0.548219875916074,6955465.683878043,208268.26082078178,17.862968233816215,0.5348727887159261,0.070~0.100,0.093,0.270~0.340,0.3,0.023,0.0178,0.0231,0.0179
6,12,0.1776,135.0,0.04198,3952.4955,118.3,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.03729013865856036,2.894010933453939,0.0031,0.1807,0.13562000000000002,0.13872,1.0352145853623895,0.08223513025523736,0.08558308076079192,0.08734540116079192,0.2955425538916383,0.875831963895208,0.0775380651926049,-1.306193488099419e-05,-302596478.7001879,-9056851.153968988,8.488498748412876e-05,8.34287425411249e-05,984.9602612574513,951.4551622286639,3893051.0002989005,116520.79890675649,9.998100704048422,0.2992477317909479,3760622.247160564,112557.14569165093,9.657998298534855,0.2890683110750343,0.070~0.100,0.093,0.270~0.340,0.3,0.0225,0.0172,0.0233,0.0174
6,12,0.25,80.0,0.04333,11351.527,339.9,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03879342923456549,2.894010933453939,0.0031,0.2531,0.20667,0.20976999999999998,1.0249537599999998,0.08539106556078774,0.08774664258038299,0.08962413148038299,0.29937289703709485,0.876204879275617,0.41012067676829156,-2.021235653226095e-05,-561613238.0151628,-16816445.893257692,0.0007325829438526673,0.0007236101776498096,598.6156118202938,584.0415784418352,6795201.280199585,203469.44645771786,17.451378545644015,0.5225485141923549,6629763.74680511,198515.73251237976,17.026503269419702,0.5098264278696387,0.070~0.100,0.093,0.270~0.340,0.3,0.0231,0.0179,0.0232,0.0179
6,12,0.1999,145.0,0.0549,3372.29,140.0,1,2.5307274153917776,0.9095760221444957,0.0904239778555042,10.059013590377335,0.99185,0.002432,0.006298349314769192,0.048601650685230806,2.894010933453939,0.0031,0.20299999999999999,0.145,0.14809999999999998,1.0312559981841845,0.10545806315947712,0.10938306561023503,0.11239707561023503,0.33525673089475033,0.8763070052857649,0.04614169599277076,-8.710787755088663e-06,-387139498.15043736,-16072025.164224083,3.643165394765782e-05,3.587530849328472e-05,1379.0848726811707,1337.2866437717082,4650674.125293985,193071.8821753639,11.94382201590258,0.4958455774047787,4509718.375924894,187220.13012803916,11.581820650675517,0.4808171572120347,0.100~0.145,0.12,0.270~0.340,0.3,0.0243,0.0216,0.0191,0.0205
6,12,0.1776,135.0,0.04219,4012.6095,120.1,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.037500138658560354,2.894010933453939,0.0031,0.1807,0.13541,0.13851,1.0352145853623895,0.08210779374621509,0.08545352159874053,0.08723351769874053,0.2953532083772589,0.8763560861772594,0.0775213844606351,-1.2041142275115743e-05,-333241598.53940684,-9974136.776724163,8.488498748412875e-05,8.342874254112489e-05,985.2078306920739,951.6943101677706,3953254.3009094074,118323.46046611808,10.15271431228878,0.3038773119851016,3818777.6300751427,114298.48665114924,9.807352461842196,0.29354040822244176,0.070~0.100,0.093,0.270~0.340,0.3,0.0226,0.0173,0.0234,0.0175
6,12,0.25,80.0,0.04353,11331.489,339.3,16,1.3962634015954636,0.41317591116653474,0.5868240888334652,0.7040881910418472,1.0019,0.0029024,0.004536570765434511,0.03899342923456549,2.894010933453939,0.0031,0.2531,0.20647,0.20956999999999998,1.0249537599999998,0.08530843037855443,0.08766298272188999,0.08955784362189,0.2992621653699144,0.8766643135341099,0.41006890998469997,-1.8744874914079426e-05,-604511315.8631337,-18100947.67531092,0.0007325829438526674,0.0007236101776498098,598.7962653989794,584.2178337869402,6785253.294609615,203171.57284987372,17.425830213057747,0.5217835177080872,6620057.957160541,198225.11100390882,17.001576942415184,0.5090800561657407,0.070~0.100,0.093,0.270~0.340,0.3,0.0231,0.018,0.0233,0.018
6,12,0.1776,135.0,0.04237,3969.5278,118.9,16,2.356194490192345,0.8535533905932737,0.1464466094067263,5.82842712474619,1.0019,0.0029024,0.004689861341439644,0.037680138658560354,2.894010933453939,0.0031,0.1807,0.13523000000000002,0.13833,1.0352145853623895,0.08199864816705316,0.08534247088841079,0.08713768778841079,0.29519093446176625,0.8768053338475892,0.07750699451315181,-1.116620545107099e-05,-355494784.4542184,-10648200.995495377,8.488498748412876e-05,8.34287425411249e-05,985.4214872588163,951.9006988428949,3911657.9883912173,117166.61483507327,10.04588701374016,0.30090631080445013,3778596.286896299,113180.99309242022,9.70415907560216,0.29067047070160257,0.070~0.100,0.093,0.270~0.340,0.3,0.0227,0.0174,0.0235,0.0176
